"root","k","band","br","F","st","lat","E","D","P"
"sistol","缩","pejvo","1","2","14","6","0.429","14","0.173"
"reo","流","pejvo","1","2","10","3","0.3","10","-0.189"
"patric","印","pejvo","1","2","5","6","1.2","5","-0.959"
"baktri","双驼","pejvo","1","2","12","6","0.5","12","-0.049"
"nikotin","烟碱","pejvo","1","2","24","7","0.292","24","1.214"
"abdik","退位","pejvo","1","2","16","5","0.312","16","0.408"
"dakriocist","泪囊","piv","2","2","30","10","0.333","30","1.801"
"kokle","耳蜗","piv","2","2","19","5","0.263","19","0.722"
"erinac","猬","pejvo","1","2","12","6","0.5","12","-0.049"
"honorari","酬","pejvo","1","2","13","8","0.615","13","0.017"
"jut","黄麻","pejvo","1","2","22","3","0.136","22","1.061"
"ordinat","纵标","pejvo","1","2","16","7","0.438","16","0.37"
"imanent","内","pejvo","1","2","4","7","1.75","4","-1.224"
"meloman","乐迷","piv","2","2","14","7","0.5","14","0.151"
"filozof","哲","pejvo","1","2","10","7","0.7","10","-0.309"
"amonit","菊石","pejvo","1","2","16","6","0.375","16","0.389"
"bombak","木棉","piv","2","2","16","6","0.375","16","0.389"
"timbal","鼓","pejvo","1","2","13","6","0.462","13","0.063"
"reprograf","复","piv","2","2","9","9","1","9","-0.499"
"bivak","营","pejvo","1","2","11","5","0.455","11","-0.135"
"salp","海桶","piv","2","2","21","4","0.19","21","0.944"
"elegi","挽歌","pejvo","1","2","24","5","0.208","24","1.239"
"polo","马球","pejvo","1","2","14","4","0.286","14","0.216"
"ocel","单眼","piv","2","2","19","4","0.211","19","0.738"
"pacif","和","pejvo","1","2","8","5","0.625","8","-0.486"
"ristorn","偿","pejvo","1","2","11","7","0.636","11","-0.189"
"palanken","轿","pejvo","1","2","10","8","0.8","10","-0.339"
"seminari","研讨","pejvo","1","2","14","8","0.571","14","0.13"
"kazu","疑难","pejvo","1","2","24","4","0.167","24","1.251"
"kurar","箭毒","piv","2","2","24","5","0.208","24","1.239"
"vitel","蛋黄","piv","2","2","22","5","0.227","22","1.033"
"notakant","刺背","piv","2","2","17","8","0.471","17","0.46"
"tionat","硫","piv","2","2","12","6","0.5","12","-0.049"
"ekscentrik","偏心","pejvo","1","2","15","10","0.667","15","0.201"
"eh^in","海胆","piv","2","2","19","4","0.211","19","0.738"
"nova","新星","piv","2","2","22","4","0.182","22","1.047"
"hieroglif","象形","pejvo","1","2","18","9","0.5","18","0.551"
"persimon","柿","pejvo","1","2","9","8","0.889","9","-0.465"
"steven","首柱","pejvo","1","2","18","6","0.333","18","0.601"
"prokavi","蹄兔","piv","2","2","24","7","0.292","24","1.214"
"sinklinal","向斜","piv","2","2","17","9","0.529","17","0.443"
"rek","单杠","pejvo","1","2","15","3","0.2","15","0.341"
"splint","夹板","piv","2","2","14","6","0.429","14","0.173"
"propedeu^tik","预科","pejvo","1","2","19","11","0.579","19","0.628"
"orkide","兰","pejvo","1","2","5","6","1.2","5","-0.959"
"lupol","蛇麻","pejvo","1","2","22","5","0.227","22","1.033"
"desapont","失望","piv","2","2","16","8","0.5","16","0.351"
"ciroz","硬","pejvo","1","2","12","5","0.417","12","-0.024"
"nau^til","鹦螺","pejvo","1","2","33","6","0.182","33","2.147"
"koronari","冠","piv","2","2","9","8","0.889","9","-0.465"
"termit","白蚁","pejvo","1","2","14","6","0.429","14","0.173"
"kariljon","钟琴","piv","2","2","21","8","0.381","21","0.887"
"mitoz","等分","piv","2","2","16","5","0.312","16","0.408"
"pantomim","哑剧","pejvo","1","2","19","8","0.421","19","0.675"
"eu^fau^zi","磷虾","piv","2","2","26","7","0.269","26","1.421"
"miso","豆酱","pejvo","1","2","20","4","0.2","20","0.841"
"furier","军需","pejvo","1","2","20","6","0.3","20","0.811"
"salangan","金丝燕","piv","2","2","29","8","0.276","29","1.719"
"vici","野豌豆","pejvo","1","2","33","4","0.121","33","2.165"
"maroken","软革","pejvo","1","2","17","7","0.412","17","0.478"
"ekzistencial","存","pejvo","1","2","6","12","2","6","-1.099"
"mag","巫","pejvo","1","2","7","3","0.429","7","-0.527"
"epitet","修饰","pejvo","1","2","17","6","0.353","17","0.495"
"iliak","盆骨","piv","2","2","19","5","0.263","19","0.722"
"klif","崖","pejvo","1","2","11","4","0.364","11","-0.108"
"pad","径","pejvo","1","2","8","3","0.375","8","-0.411"
"granulom","粒瘤","piv","2","2","26","8","0.308","26","1.409"
"sob","下","piv","2","2","3","3","1","3","-1.099"
"postic^","伪","pejvo","1","2","6","6","1","6","-0.799"
"amanit","鹅膏","pejvo","1","2","26","6","0.231","26","1.432"
"pilor","幽门","piv","2","2","12","5","0.417","12","-0.024"
"litiaz","结石","piv","2","2","14","6","0.429","14","0.173"
"grapl","钩","pejvo","1","2","9","5","0.556","9","-0.365"
"konvikt","判","piv","2","2","7","7","1","7","-0.699"
"eu^metrop","正视","piv","2","2","13","8","0.615","13","0.017"
"s^oh^t","屠","piv","2","2","11","4","0.364","11","-0.108"
"samuraj","武士","pejvo","1","2","11","7","0.636","11","-0.189"
"ruf","赤褐","pejvo","1","2","21","3","0.143","21","0.958"
"stiv","装","pejvo","1","2","12","4","0.333","12","0.001"
"mimoz","含羞","pejvo","1","2","17","5","0.294","17","0.513"
"diod","二极管","pejvo","1","2","23","4","0.174","23","1.149"
"ovaci","赞","pejvo","1","2","16","5","0.312","16","0.408"
"imbecil","痴","piv","2","2","13","7","0.538","13","0.04"
"farmak","药","pejvo","1","2","9","6","0.667","9","-0.399"
"lazaret","检疫院","pejvo","1","2","29","7","0.241","29","1.729"
"dies","升","pejvo","1","2","4","4","1","4","-0.999"
"prod","杰","piv","2","2","8","4","0.5","8","-0.449"
"anomali","异","pejvo","1","2","6","7","1.167","6","-0.849"
"idili","田园","pejvo","1","2","12","5","0.417","12","-0.024"
"mangl","红树","pejvo","1","2","15","5","0.333","15","0.301"
"propriocept","体感","piv","2","2","20","11","0.55","20","0.736"
"iperit","芥气","pejvo","1","2","11","6","0.545","11","-0.162"
"sedativ","静","pejvo","1","2","14","7","0.5","14","0.151"
"patrici","贵","pejvo","1","2","9","7","0.778","9","-0.432"
"bokal","罐","pejvo","1","2","23","5","0.217","23","1.136"
"hif","菌丝","piv","2","2","16","3","0.188","16","0.445"
"marabut","隐","piv","2","2","11","7","0.636","11","-0.189"
"feldspat","长石","pejvo","1","2","9","8","0.889","9","-0.465"
"gratifik","赏","pejvo","1","2","12","8","0.667","12","-0.099"
"kopulaci","配","pejvo","1","2","10","8","0.8","10","-0.339"
"albugine","白膜","piv","2","2","19","8","0.421","19","0.675"
"luksaci","脱臼","pejvo","1","2","17","7","0.412","17","0.478"
"homeopati","顺势","pejvo","1","2","17","9","0.529","17","0.443"
"aposterior","后","pejvo","1","2","6","10","1.667","6","-0.999"
"vajd","蓝","piv","2","2","13","4","0.308","13","0.109"
"kloroz","萎黄","pejvo","1","2","22","6","0.273","22","1.019"
"kiral","手","piv","2","2","4","5","1.25","4","-1.074"
"saltier","带","piv","2","2","9","7","0.778","9","-0.432"
"hierodul","庙奴","piv","2","2","13","8","0.615","13","0.017"
"jor","偏","pejvo","1","2","11","3","0.273","11","-0.081"
"barak","棚","pejvo","1","2","12","5","0.417","12","-0.024"
"poltron","怯","pejvo","1","2","8","7","0.875","8","-0.561"
"oliban","乳香","pejvo","1","2","17","6","0.353","17","0.495"
"celul","胞","pejvo","1","2","9","5","0.556","9","-0.365"
"s^am","鹿皮","pejvo","1","2","16","3","0.188","16","0.445"
"jodl","假声","piv","2","2","18","4","0.222","18","0.635"
"aval","背书","pejvo","1","2","13","4","0.308","13","0.109"
"maksim","格言","pejvo","1","2","17","6","0.353","17","0.495"
"aneroid","无液","pejvo","1","2","15","7","0.467","15","0.261"
"ditiramb","颂","pejvo","1","2","10","8","0.8","10","-0.339"
"kakofoni","噪","piv","2","2","16","8","0.5","16","0.351"
"impotent","性无能","pejvo","1","2","22","8","0.364","22","0.992"
"dracen","龙血树","piv","2","2","20","6","0.3","20","0.811"
"ravin","峡","pejvo","1","2","9","5","0.556","9","-0.365"
"tul","网纱","pejvo","1","2","13","3","0.231","13","0.132"
"apoteoz","神化","pejvo","1","2","13","7","0.538","13","0.04"
"metodik","法","pejvo","1","2","8","7","0.875","8","-0.561"
"gilotin","断头","pejvo","1","2","16","7","0.438","16","0.37"
"paleozoik","古生","pejvo","1","2","10","9","0.9","10","-0.369"
"pavilon","馆","pejvo","1","2","11","7","0.636","11","-0.189"
"tandem","串联","pejvo","1","2","19","6","0.316","19","0.707"
"prospekt","册","pejvo","1","2","5","8","1.6","5","-1.079"
"urat","尿酸盐","piv","2","2","31","4","0.129","31","1.963"
"binar","二进","pejvo","1","2","9","5","0.556","9","-0.365"
"bleni","滑鱼","piv","2","2","20","5","0.25","20","0.826"
"ametist","紫晶","pejvo","1","2","24","7","0.292","24","1.214"
"dikotom","叉","piv","2","2","3","7","2.333","3","-1.499"
"arkad","拱廊","pejvo","1","2","20","5","0.25","20","0.826"
"ake","树懒","piv","2","2","25","3","0.12","25","1.365"
"azo","无生","piv","2","2","9","3","0.333","9","-0.299"
"fanfar","号角","pejvo","1","2","12","6","0.5","12","-0.049"
"nav","廊","pejvo","1","2","11","3","0.273","11","-0.081"
"c^evron","梁","pejvo","1","2","11","6","0.545","11","-0.162"
"divertikul","囊室","piv","2","2","31","10","0.323","31","1.904"
"heksagon","六角","piv","2","2","11","8","0.727","11","-0.217"
"olfakt","嗅","piv","2","2","13","6","0.462","13","0.063"
"kidnap","拐","pejvo","1","2","8","6","0.75","8","-0.524"
"fove","窝","piv","2","2","12","4","0.333","12","0.001"
"klozet","厕","piv","2","2","8","6","0.75","8","-0.524"
"manis","穿山甲","piv","2","2","17","5","0.294","17","0.513"
"furz","屁","pejvo","1","2","7","4","0.571","7","-0.57"
"hipermetrop","远","pejvo","1","2","7","11","1.571","7","-0.87"
"sarkasm","讽","pejvo","1","2","6","7","1.167","6","-0.849"
"kiromanci","手相","piv","2","2","13","9","0.692","13","-0.006"
"almanak","历书","pejvo","1","2","8","7","0.875","8","-0.561"
"funikl","索","pejvo","1","2","10","6","0.6","10","-0.279"
"bav","口水","piv","2","2","7","3","0.429","7","-0.527"
"bras","帆索","piv","2","2","16","4","0.25","16","0.426"
"interstic","隙","piv","2","2","12","9","0.75","12","-0.124"
"metrik","量","pejvo","1","2","12","6","0.5","12","-0.049"
"bes^amel","白汁","pejvo","1","2","10","7","0.7","10","-0.309"
"faradiz","电疗","pejvo","1","2","12","7","0.583","12","-0.074"
"kolocint","药瓜","pejvo","1","2","14","8","0.571","14","0.13"
"kompromis","妥协","pejvo","1","2","13","9","0.692","13","-0.006"
"pre","前","piv","2","2","9","3","0.333","9","-0.299"
"amnezi","忘","pejvo","1","2","7","6","0.857","7","-0.656"
"kateter","管","pejvo","1","2","14","7","0.5","14","0.151"
"draj^","根芽","piv","2","2","17","4","0.235","17","0.531"
"nokau^t","击倒","pejvo","1","2","15","6","0.4","15","0.281"
"cisticerk","囊尾虫","piv","2","2","35","9","0.257","35","2.324"
"cerebel","小脑","pejvo","1","2","13","7","0.538","13","0.04"
"frustr","挫","pejvo","1","2","10","6","0.6","10","-0.279"
"atlet","选手","pejvo","1","2","13","5","0.385","13","0.086"
"inhibici","抑","pejvo","1","2","7","8","1.143","7","-0.742"
"kapor","山柑","pejvo","1","2","12","5","0.417","12","-0.024"
"bolus","团","pejvo","1","2","6","5","0.833","6","-0.749"
"apoge","远","pejvo","1","2","7","5","0.714","7","-0.613"
"eu^karisti","圣餐","pejvo","1","2","21","9","0.429","21","0.873"
"c^uk","夹头","piv","2","2","11","3","0.273","11","-0.081"
"kanibal","食人","pejvo","1","2","11","7","0.636","11","-0.189"
"brag^","炭","pejvo","1","2","9","4","0.444","9","-0.332"
"batat","甘薯","pejvo","1","2","21","5","0.238","21","0.93"
"rag^","王","pejvo","1","2","4","3","0.75","4","-0.924"
"tenebr","暗","piv","2","2","13","6","0.462","13","0.063"
"signatur","签","piv","2","2","13","8","0.615","13","0.017"
"preg","压","piv","2","2","6","4","0.667","6","-0.699"
"androgin","雌雄","pejvo","1","2","26","8","0.308","26","1.409"
"paliativ","缓","pejvo","1","2","12","8","0.667","12","-0.099"
"dubel","栓","piv","2","2","10","5","0.5","10","-0.249"
"barbaden","西番莲","piv","2","2","28","8","0.286","28","1.616"
"skerc","谐","pejvo","1","2","11","5","0.455","11","-0.135"
"remit","缓","piv","2","2","12","5","0.417","12","-0.024"
"jad","玉","pejvo","1","2","5","3","0.6","5","-0.779"
"vokoid","元","piv","2","2","4","6","1.5","4","-1.149"
"klip","夹","pejvo","1","2","6","4","0.667","6","-0.699"
"pund","镑","pejvo","1","2","15","4","0.267","15","0.321"
"pleu^r","胸膜","pejvo","1","2","24","5","0.208","24","1.239"
"unison","同","pejvo","1","2","6","6","1","6","-0.799"
"apopleksi","卒中","pejvo","1","2","12","9","0.75","12","-0.124"
"stret","窄","pejvo","1","2","10","5","0.5","10","-0.249"
"amfibrak","短长短","pejvo","1","2","28","8","0.286","28","1.616"
"stalaktit","乳石","pejvo","1","2","13","9","0.692","13","-0.006"
"cedrat","香柑","pejvo","1","2","18","6","0.333","18","0.601"
"remiz","库","pejvo","1","2","7","5","0.714","7","-0.613"
"zelot","迷","pejvo","1","2","9","5","0.556","9","-0.365"
"sakristi","圣器","pejvo","1","2","21","8","0.381","21","0.887"
"potas","钾碱","pejvo","1","2","24","5","0.208","24","1.239"
"binom","二项","pejvo","1","2","11","5","0.455","11","-0.135"
"palatin","宫伯","piv","2","2","16","7","0.438","16","0.37"
"krin","颈毛","piv","2","2","15","4","0.267","15","0.321"
"lucern","灯","pejvo","1","2","6","6","1","6","-0.799"
"okt","八度","piv","2","2","11","3","0.273","11","-0.081"
"imaginar","虚","pejvo","1","2","11","8","0.727","11","-0.217"
"interpol","插","pejvo","1","2","12","8","0.667","12","-0.099"
"delfen","海豚","pejvo","1","2","21","6","0.286","21","0.916"
"aplomb","稳","pejvo","1","2","14","6","0.429","14","0.173"
"raj","扁鱼","pejvo","1","2","17","3","0.176","17","0.549"
"skut","滑","piv","2","2","12","4","0.333","12","0.001"
"anc^","簧","pejvo","1","2","17","3","0.176","17","0.549"
"trimestr","季","pejvo","1","2","8","8","1","8","-0.599"
"ligustr","女贞","pejvo","1","2","9","7","0.778","9","-0.432"
"pemikan","干肉","piv","2","2","9","7","0.778","9","-0.432"
"molest","虐","pejvo","1","2","9","6","0.667","9","-0.399"
"ambl","踱","pejvo","1","2","16","4","0.25","16","0.426"
"komet","扫星","pejvo","1","2","15","5","0.333","15","0.301"
"nekropsi","检尸","pejvo","1","2","14","8","0.571","14","0.13"
"impresion","印象","pejvo","1","2","16","9","0.562","16","0.333"
"pau^t","翘嘴","pejvo","1","2","28","4","0.143","28","1.658"
"histrion","丑","pejvo","1","2","4","8","2","4","-1.299"
"tire","甲状","piv","2","2","12","4","0.333","12","0.001"
"j^uri","陪审","pejvo","1","2","18","4","0.222","18","0.635"
"alce","立葵","piv","2","2","17","4","0.235","17","0.531"
"steg","撑","piv","2","2","15","4","0.267","15","0.321"
"arkitektur","建筑","pejvo","1","2","20","10","0.5","20","0.751"
"pederasti","童色","pejvo","1","2","18","9","0.5","18","0.551"
"pudl","搅炼","piv","2","2","21","4","0.19","21","0.944"
"stratosfer","平流层","pejvo","1","2","22","10","0.455","22","0.965"
"etil","乙","pejvo","1","2","1","4","4","1","-2.199"
"lop","翻","pejvo","1","2","18","3","0.167","18","0.651"
"kolc^ik","秋水仙","pejvo","1","2","18","6","0.333","18","0.601"
"s^il","乳液","pejvo","1","2","19","3","0.158","19","0.754"
"arh^e","古","pejvo","1","2","5","4","0.8","5","-0.839"
"jah^t","游艇","pejvo","1","2","24","4","0.167","24","1.251"
"herpet","泡疹","pejvo","1","2","18","6","0.333","18","0.601"
"pentagon","五角","pejvo","1","2","11","8","0.727","11","-0.217"
"til","碎麻","piv","2","2","24","3","0.125","24","1.264"
"noci","概","pejvo","1","2","13","4","0.308","13","0.109"
"kromatin","染色质","piv","2","2","23","8","0.348","23","1.097"
"onkocerk","盘尾","piv","2","2","18","8","0.444","18","0.568"
"kojon","卵","piv","2","2","7","5","0.714","7","-0.613"
"grajl","雹","pejvo","1","2","13","5","0.385","13","0.086"
"brakte","苞","piv","2","2","8","6","0.75","8","-0.524"
"kaki","土黄","pejvo","1","2","14","4","0.286","14","0.216"
"abnegaci","弃","pejvo","1","2","7","8","1.143","7","-0.742"
"au^reli","海月","piv","2","2","14","6","0.429","14","0.173"
"salvi","鼠尾草","pejvo","1","2","29","5","0.172","29","1.75"
"eskalon","梯队","piv","2","2","15","7","0.467","15","0.261"
"kapacitanc","容","pejvo","1","2","10","10","1","10","-0.399"
"s^ankr","毒疮","pejvo","1","2","18","5","0.278","18","0.618"
"reglament","规","pejvo","1","2","8","9","1.125","8","-0.636"
"vesel","舰","pejvo","1","2","10","5","0.5","10","-0.249"
"anksi","忧虑","piv","2","2","17","5","0.294","17","0.513"
"stag^","实习","pejvo","1","2","11","4","0.364","11","-0.108"
"sklerot","巩膜","piv","2","2","20","7","0.35","20","0.796"
"dipsak","续断","pejvo","1","2","22","6","0.273","22","1.019"
"mancinel","毒苹","pejvo","1","2","17","8","0.471","17","0.46"
"oestr","发情","piv","2","2","16","5","0.312","16","0.408"
"teleks","电传","piv","2","2","11","6","0.545","11","-0.162"
"kolerik","怒","piv","2","2","9","7","0.778","9","-0.432"
"nebuloz","星云","pejvo","1","2","13","7","0.538","13","0.04"
"marod","偷","pejvo","1","2","11","5","0.455","11","-0.135"
"kanguru","袋鼠","pejvo","1","2","24","7","0.292","24","1.214"
"inocent","无罪","pejvo","1","2","17","7","0.412","17","0.478"
"filigran","丝","pejvo","1","2","5","8","1.6","5","-1.079"
"frigid","冷","piv","2","2","7","6","0.857","7","-0.656"
"seraf","天使","pejvo","1","2","12","5","0.417","12","-0.024"
"korpulent","胖","pejvo","1","2","9","9","1","9","-0.499"
"meretrik","蛤","pejvo","1","2","12","8","0.667","12","-0.099"
"tonsur","剃","pejvo","1","2","9","6","0.667","9","-0.399"
"tred","穿","pejvo","1","2","9","4","0.444","9","-0.332"
"siluet","剪影","pejvo","1","2","26","6","0.231","26","1.432"
"maneg^","驯马","pejvo","1","2","9","5","0.556","9","-0.365"
"mastoid","乳突","piv","2","2","17","7","0.412","17","0.478"
"sprint","冲","piv","2","2","6","6","1","6","-0.799"
"flan","蛋奶","pejvo","1","2","16","4","0.25","16","0.426"
"aboc","字","pejvo","1","2","6","4","0.667","6","-0.699"
"brisur","标","piv","2","2","9","6","0.667","9","-0.399"
"arkipelag","群岛","pejvo","1","2","20","9","0.45","20","0.766"
